image,L_m,L_s,A_m,A_s,B_m,B_s,height,width,ver_symm,hor_symm,cent_symm,feat_num
ISIC_0059808,144.8591471965708,12.301047042825388,161.89458365305745,3.9390718002625857,136.69358082184533,6.34862637333274,641,672,0.595044055777525,0.7307570184954886,0.595044055777525,290
ISIC_0059810,74.30235703995304,26.23004086995882,133.79629308717142,4.289520805614476,135.3991630219151,6.836182059831036,621,922,0.84298901530925,0.7006768762819137,0.84298901530925,385
ISIC_0059814,131.92906683319086,22.832152461050907,147.34788372652494,3.147498238978282,154.91969472838298,5.930357370970348,891,811,0.1810285258001607,0.39522027773370116,0.1810285258001607,514
ISIC_0059816,77.8434835316115,32.29559776056291,140.50484908257823,7.9874527979114465,128.061435410631,6.400789834392485,887,847,0.7771476710020753,0.621884567178286,0.7771476710020753,175
ISIC_0059830,83.07267880351772,36.838362334655216,131.49065070345037,3.9923641366582796,138.4768757885949,10.378689499657277,844,881,0.5856046447646786,0.67630847460843,0.5856046447646786,168
ISIC_0059836,98.22298912624355,25.914504786622622,148.51391995064395,3.5300409311757517,158.59724685740727,4.999684741451509,355,365,0.5139777897740418,0.6721485308860955,0.5139777897740418,95
ISIC_0059840,88.9260655790387,23.592137640485458,145.15544581677432,4.445215319145417,154.02634801952445,4.8595448356011675,708,643,0.8469929550558989,0.8527881624943315,0.8469929550558989,331
ISIC_0059855,76.26176735539117,16.653834989087322,135.29842336279881,2.8625500289740615,136.69542513216405,5.46691742478163,864,942,0.7122502521255711,0.7206771680107382,0.7122502521255711,231
ISIC_0059866,132.25582380928685,10.337288064980468,139.48217726479567,1.6756236297457185,152.4658343956913,4.0806931190291325,942,942,0.7842175068588577,0.7130706921312302,0.7842175068588577,880
ISIC_0059869,111.48978514189484,18.73616651985176,158.03726657104733,4.050765417941524,140.77447391518422,11.600196050024843,760,815,0.514260841022128,0.5374342616973148,0.514260841022128,528
ISIC_0059879,87.73741794310722,10.787035236564469,151.26044249939216,1.3138820043626058,160.5857524920982,4.477276150213824,117,262,0.787405786530513,0.8108922927303671,0.787405786530513,35
ISIC_0059884,50.7174655211395,29.80058176406857,131.72858919285554,4.8618754504249875,134.53137011078454,4.968546725883869,870,856,0.5852362649785213,0.2574723038661542,0.5852362649785213,48
ISIC_0059891,113.6621449444769,20.067261038619183,136.9730683810637,2.143046192876353,147.14371127995324,1.956737350754216,448,756,0.668907071887785,0.6512799532437171,0.668907071887785,233
ISIC_0059892,144.9124082669917,13.22124250372974,142.567352125094,1.81518442390631,135.17270440577758,2.4792988771869244,553,733,0.5186007312709073,0.7969608173637943,0.5186007312709073,350
ISIC_0059897,100.69733265766804,38.159677660665565,139.56519402343332,6.984392356858336,131.59082323674392,10.26474168465276,618,616,0.7286436019102901,0.5884123401053424,0.7286436019102901,148
ISIC_0059904,120.0871720116618,24.668941743712228,141.58858808829655,1.9316849194198602,148.5320283215327,5.051465122540817,463,591,0.5826530612244898,0.5279050395668472,0.5826530612244898,324
ISIC_0059905,83.06161941357703,40.24008001720477,141.30852978848617,11.090914541761858,131.3669557240281,5.607878033250271,819,912,0.562580053311178,0.6949319763215287,0.562580053311178,347
ISIC_0059919,107.2204826447725,25.777278263367634,150.4723759671369,10.793901789938385,133.21086542259172,5.641440319572321,791,942,0.8437146793682919,0.7818597785709216,0.8437146793682919,420
ISIC_0059929,123.59712744112484,22.551671753879848,140.20296469262948,7.3787912499258015,128.88437959852808,8.589996878989789,942,942,0.8179239318359423,0.6116487652398368,0.8179239318359423,1118
ISIC_0059941,134.03737586472815,14.95336868114487,154.39177817708048,4.356205344145941,134.35962320573034,3.253709210773283,932,911,0.7492330811189946,0.606711553654154,0.7492330811189946,547
ISIC_0059943,109.89429581660316,33.36518587323916,135.9872739002147,4.263867940585277,135.6328537838114,9.872158095646661,942,942,0.6051560092925206,0.522947519820636,0.6051560092925206,694
ISIC_0059948,107.44701200393328,22.69448575720927,137.03553869274012,2.0729247738002727,144.17895972095957,5.843648054770003,471,920,0.3932679641551791,0.7519156199558433,0.3932679641551791,304
ISIC_0059976,63.900760766200236,26.228135538725493,139.7638228501562,2.6520570517554436,140.1401983426165,5.670650016403363,156,130,0.9351990218720283,0.9354707240864013,0.9351990218720283,43
ISIC_0059983,68.55489601571509,25.21916105897633,134.4266515779135,4.101826995533635,133.6231455779989,6.3408209211554905,730,849,0.6003416321475851,0.47915189819362003,0.6003416321475851,276
ISIC_0059987,118.2228826034899,22.28328873806427,146.3858833689913,5.320435556672868,131.07698588729463,3.7662193546362137,658,627,0.6770172924804209,0.7161481539639233,0.6770172924804209,332
ISIC_0059992,131.5425547786475,12.257251820524045,156.33394087984007,4.24057513567082,131.75405555942353,4.858600174122012,894,871,0.5561313295073651,0.6726708506977253,0.5561313295073651,700
ISIC_0060017,129.1420249350576,17.787167481263324,141.41777133242755,4.380521480464263,148.65535836225527,4.878854464773808,890,894,0.3796436440946434,0.36601454427697483,0.3796436440946434,1049
ISIC_0060022,38.47470128973817,32.12755354613926,137.25177932105424,9.210927881050944,135.08883664754347,8.101173909832504,651,640,0.4948884958806022,0.46590173834275117,0.4948884958806022,20
ISIC_0060032,95.8145612839982,41.12384878892411,137.7509096648778,6.32340409449755,133.37019622177547,9.729037574698928,594,637,0.5587585358964561,0.47545150946217624,0.5587585358964561,149
ISIC_0060033,98.54340206833685,17.985139764175074,145.0525099801968,3.4120471235214236,153.31071810266243,3.266731173819257,691,499,0.9235689812340867,0.9412386445792601,0.9235689812340867,177
ISIC_0060080,64.49772731472072,34.35467284550073,134.89102196929102,6.973531970362155,128.5730677555847,4.912178054437292,910,911,0.713327543836958,0.5927735998965281,0.713327543836958,421
ISIC_0060091,91.29627818527574,23.566322388957335,132.7239156026442,2.505498325491269,128.84719731956895,9.784609444206012,671,641,0.19722901385493072,0.08559268314769537,0.19722901385493072,459
ISIC_0060094,87.23879878104945,18.98793398002175,132.73557101845313,2.804926354784247,130.90025407596178,6.796553733168576,875,942,0.8376063127513893,0.6382833369154718,0.8376063127513893,274
ISIC_0060096,72.70509135648685,37.92761210515542,147.71087548052134,13.35755694869061,131.48502917587717,6.659791906497817,916,915,0.7277071283074928,0.7905769319127429,0.7277071283074928,178
ISIC_0060099,110.46170825003179,29.999880656137698,139.478749918143,5.345766833659194,145.43487070443263,9.229532755625698,665,942,0.4650056433191191,0.6824910727699259,0.4650056433191191,473
ISIC_0060104,83.22443458199372,43.111834251063584,134.97540976012007,5.939043028336255,142.68044733111583,12.281651292210693,877,854,0.6448498549972668,0.33225546424038027,0.6448498549972668,274
ISIC_0060114,165.84038879008705,56.06756889213352,131.89696911765074,4.723069664652884,139.8212712651022,9.589665367155217,714,695,0.991460000352165,0.968232207495579,0.991460000352165,24
ISIC_0060118,143.8988350067473,77.50933697891307,132.26542780384534,4.498005956296821,130.65542198506927,6.002603541641172,714,698,0.9646490782811088,0.9313211097767818,0.9646490782811088,78
ISIC_0060132,71.79348371589319,29.72172187152941,139.2092413076591,7.728272634466118,128.2249002879104,4.053885222540984,939,942,0.1836771529446983,0.4371219525079902,0.1836771529446983,739
ISIC_0060140,97.67761448377016,27.85997752324013,147.75026748924353,6.666820636913587,135.5341556933744,4.856958471571884,609,736,0.9284006907564173,0.6923824917314115,0.9284006907564173,516
ISIC_0060143,106.47427652733118,10.809300540476132,140.90353697749197,1.7367839122799749,127.45659163987138,12.165282422601933,39,71,0.03215434083601286,0.22186495176848875,0.03215434083601286,13
ISIC_0060147,109.69875970883656,22.606386946817164,158.4435877624605,8.904815743080047,143.1730524717715,8.695877135624434,729,942,0.39027828609382836,0.7662423922031095,0.39027828609382836,332
ISIC_0060148,44.0243629476584,33.666703665740044,129.869576446281,2.7590074171773105,127.97154786501378,3.9673805181428974,673,689,0.33350550964187325,0.5177772038567493,0.33350550964187325,85
ISIC_0060150,162.43543173832668,70.06981046659625,137.34459139923632,5.286949233461497,119.1088520720235,4.578082397192598,801,796,0.9525308663688488,0.9394866744052435,0.9525308663688488,16
ISIC_0060152,90.58561846561953,31.37633258308361,134.4983509660535,3.5844296536497753,121.42479648562157,4.206019304176532,865,861,0.4803206380715427,0.480881443138372,0.4803206380715427,1549
ISIC_0060153,130.41897661644674,83.92398091696681,131.03507059938178,5.21825729988909,127.21097368623788,4.699742612230895,940,926,0.9630304414640772,0.9629925974382297,0.9630304414640772,31
ISIC_0060154,140.03569235656053,81.74108148782653,131.31041147600726,4.9375630246635795,126.0404414110747,5.771866711751309,920,925,0.9414245461880648,0.969374341492329,0.9414245461880648,22
ISIC_0060155,102.2187285598278,17.305541557343133,161.69897941968415,5.493673122249258,149.31859111777953,5.189353239511368,942,942,0.4999111463026739,0.5830062242577342,0.4999111463026739,624
ISIC_0060159,151.6647734842616,74.75239818438095,130.83456036554375,4.61442223208252,136.23447499962992,10.908266599795589,697,695,0.9499153742530483,0.945017936710797,0.9499153742530483,80
ISIC_0060163,105.69310318422325,23.84539847250496,132.91405268004056,3.073702573073854,128.24972124739224,5.804707295866521,942,942,0.6353691767786471,0.6753900201897198,0.6353691767786471,1273
ISIC_0060194,93.11837943647272,22.986523003937485,147.9451637639369,7.835222237404592,143.31349236486932,13.414844144305277,942,827,0.566374066279745,0.5171848625235497,0.566374066279745,722
ISIC_0060215,86.45782320376814,30.407684370913643,150.3206717279384,12.855654078736778,125.82697444366737,6.345325135671924,868,860,0.3459921300314293,0.6158461058822539,0.3459921300314293,457
ISIC_0060216,73.65879610585493,35.57741552306668,138.10678733031673,6.451570833363049,138.3989853283971,8.051977319162727,595,578,0.8892636774989716,0.9030577265871383,0.8892636774989716,43
ISIC_0060218,119.1571034631432,20.39826405516023,138.08431951998347,2.168489113440888,138.32564818848553,4.67999316569958,739,942,0.8250328978392969,0.8517014807396063,0.8250328978392969,457
ISIC_0060219,80.19486585899118,24.37795143510155,133.4987267536075,3.4454001038360964,143.28428633896647,5.929316335316599,942,819,0.49689019214445557,0.1532577102142655,0.49689019214445557,616
ISIC_0060222,136.04610846759607,12.273715338780422,134.38976795250272,1.6275042328338718,143.71797109588243,3.9406347495681495,857,931,0.6764641152319589,0.701072837060816,0.6764641152319589,380
ISIC_0060225,92.30805480494269,38.73673511607807,158.19939921819662,16.357648271788634,133.9698822047905,10.983772317205753,942,942,0.44093186767059317,0.5506663693365165,0.44093186767059317,1041
ISIC_0060228,102.60508998391141,30.008626601427967,138.35999551015829,7.168944039470099,137.21945897407116,10.879398000278362,876,942,0.8169955475736147,0.8773629662887716,0.8169955475736147,1120
ISIC_0060233,50.75859633874735,31.318576322608767,133.10634291198147,5.427901900125284,129.683808040753,6.100890764886823,904,924,0.3672841182754812,0.5879853453322952,0.3672841182754812,200
ISIC_0060238,82.46740207732378,24.140728770705334,146.75724897243268,4.802410424067787,146.92850033283673,7.35179730235385,772,888,0.8059424562293298,0.7809258143933391,0.8059424562293298,359
ISIC_0060239,79.51924979614026,34.25828849669624,137.7819298722479,4.828304208209714,140.76399021473227,10.065002074699153,516,700,0.0016308779559662953,0.3191954335417233,0.0016308779559662953,91
ISIC_0060244,106.31922278093573,21.665467031768102,135.06524012534615,2.8772052486590995,127.16436197347326,4.818388636331239,904,942,0.6840110771024632,0.7728064422095905,0.6840110771024632,404
ISIC_0060248,77.30029517441696,27.260932984307743,140.98915964880848,8.01570112042028,144.00687954431862,12.431415779333845,651,732,0.5067852393930535,0.45543620743311425,0.5067852393930535,306
ISIC_0060256,106.26934666923127,35.0169183597702,133.31875635424396,4.398944330644931,127.87680323139065,5.96671251288443,942,942,0.3251083083743211,0.3069088377801592,0.3251083083743211,823
ISIC_0060266,90.00879230448918,21.64339238583056,135.44315086547755,4.66036199772418,133.45438239934597,6.13636521825001,878,942,0.7205028976593331,0.7067843812914736,0.7205028976593331,561
ISIC_0060270,101.47261134094282,24.43322070815215,148.90985463672382,4.532869337665407,152.43603867333115,8.83522676994136,797,942,0.7624451525497566,0.9218530063580963,0.7624451525497566,257
ISIC_0060297,129.682219527299,14.482111019028002,135.36739085560944,2.1831771520245273,140.23088554030343,3.798321620945239,942,832,0.5673650531530602,0.6121116730312726,0.5673650531530602,602
ISIC_0060307,99.218471085837,38.94855824594762,148.8519988909798,9.472048345404882,129.6727210519175,10.134591913044275,818,822,0.5654351429633256,0.7225384765129572,0.5654351429633256,384
ISIC_0060308,122.2328420007972,18.152388111695316,147.44107263424198,2.504424796541367,144.74225785196575,7.687030207108779,845,835,0.5226671872839235,0.40973798309620846,0.5226671872839235,641
ISIC_0060313,52.285399364298165,35.652737856848674,135.31774838511228,5.361637773853699,133.86265764380192,4.954227894427481,767,883,0.39525017943196966,0.8662847329026966,0.39525017943196966,52
ISIC_0060319,124.87513728246613,17.202877603206893,144.5272839095536,3.6385320132494443,142.8670227120112,5.494120222911858,942,942,0.6811009373908278,0.6501948626547762,0.6811009373908278,1032
ISIC_0060326,137.24503439142137,14.932800472174673,129.08921775537232,2.9003801647472884,125.46955526124663,6.952863452112225,849,942,0.8341829367283291,0.8250010680565643,0.8341829367283291,339
ISIC_0060340,116.83042874579876,29.144743418304085,139.62896648445232,6.62642213320822,131.59084661469535,8.584382561321837,791,942,0.7495112388826519,0.8392421841938676,0.7495112388826519,569
ISIC_0060341,150.06532870366664,15.803677765520119,136.27826403501052,2.7563783721770077,148.44465201494506,3.8208368107363126,790,855,0.6905697210199134,0.7630349385155731,0.6905697210199134,619
ISIC_0060342,121.43259450493062,17.18914029660359,142.79860097299405,2.554938572437149,149.55856262604968,5.122182441557848,763,942,0.835840072556874,0.7748787735342437,0.835840072556874,343
ISIC_0060355,77.20215056770513,36.76549029683454,134.0761437999888,3.3339722271259213,141.9577577045696,8.217482603052822,506,601,0.6801275239107333,0.5307973040997819,0.6801275239107333,220
ISIC_0060375,78.44079505900332,41.291228485878406,131.50049876899567,4.078450041243533,127.39992783767723,6.23789796958287,900,942,0.3448227070775674,0.4864801765854487,0.3448227070775674,1263
ISIC_0060376,122.53037367291235,17.551599834614134,142.64402482734505,7.0560432140837674,140.44982564520984,10.890463487388356,688,825,0.4937785936999155,0.356227719983293,0.4937785936999155,435
ISIC_0060377,106.5639105449443,20.72466573694974,158.52955493193124,5.247210876606734,149.23447070323277,4.774254747867116,733,942,0.6746434962201534,0.9010342353989137,0.6746434962201534,310
ISIC_0060380,127.47809525566295,19.872493341994385,144.03757701246954,3.0758036753431974,145.82449457684643,4.7629512216143395,867,840,0.772455821589316,0.7822161145133919,0.772455821589316,442
ISIC_0060386,97.33593580706429,19.83701164194404,136.42981287682758,2.8155974442928726,135.9505519368778,6.343248109708539,728,589,0.9207594549463997,0.9286847841327708,0.9207594549463997,345
ISIC_0060390,89.15548629087644,33.101515792482665,137.28454047581312,4.980803726644978,135.73445330797543,9.064985573300564,942,942,0.48147639424516175,0.4078468663602585,0.48147639424516175,880
ISIC_0060393,138.19249143283682,8.744565884568452,137.0396769925016,2.9271791704427166,136.02139585383233,4.165633511726012,900,724,0.6365487055949514,0.6914667661927866,0.6365487055949514,516
ISIC_0060397,119.67473257940773,22.017353626170856,139.23543687592965,4.0272139611934215,133.67156077783866,7.794083091229538,906,843,0.5519836214524811,0.5636317483814797,0.5519836214524811,628
ISIC_0060399,67.07644187805046,35.087674607642526,135.68768474599574,5.365107307026723,130.75063586993883,2.1388913238612313,694,627,0.8810063930707362,0.5917027565821131,0.8810063930707362,78
ISIC_0060403,128.63197864674578,23.49394920892891,156.11585627871617,4.560188983224382,151.18069282385218,5.217679957260461,460,432,0.8368756817505701,0.7461243513040029,0.8368756817505701,176
ISIC_0060406,130.11689961217087,70.43720703009923,131.75079987311682,4.321328402533533,126.98250656933735,5.436764490569933,941,942,0.9264430024319276,0.936768577877161,0.9264430024319276,4584
ISIC_0060431,106.92137944170494,28.582980856059244,129.92432117838777,2.8142884103744907,127.57886817210219,5.02010906176942,900,942,0.5711540496497428,0.6592368415483271,0.5711540496497428,1834
ISIC_0060446,88.59190361212879,30.19146802369081,144.23540269111308,4.766158865870574,143.22798252021866,10.499562563524476,919,941,0.6828490333517351,0.6773136453448279,0.6828490333517351,608
ISIC_0060459,122.49899450207563,17.61640312804378,134.73559162055003,2.538413173707276,142.8674636502731,4.311859527728394,936,942,0.33699961824144575,0.48870505694815597,0.33699961824144575,1021
ISIC_0060465,116.11421979865773,23.622861614592825,138.3966191275168,2.2909425005035473,142.4631571588367,5.309014903854238,787,796,0.8325167785234899,0.7829250559284117,0.8325167785234899,385
ISIC_0060481,113.8123732925654,31.781178078384013,138.55327860679984,5.673605985705442,131.41736515005485,6.6705004321110115,719,942,0.570683638539001,0.5162816976303632,0.570683638539001,1401
ISIC_0060487,135.19638899451877,10.656996325374225,149.47097482935973,4.884497462182048,128.89506535608794,6.598166851794533,942,942,0.7355680774977625,0.5929331689348283,0.7355680774977625,725
ISIC_0060495,107.86064333668584,38.84768821355127,139.18150793855466,7.110798584917519,142.53898358992873,11.065857691521801,885,899,0.8243030662506124,0.5601043573939879,0.8243030662506124,395
ISIC_0060502,88.59169229499716,32.86999567067472,133.7505562061819,4.904723801250687,129.1365585357416,5.8647749259245705,837,864,0.6559963945779022,0.4380397421615394,0.6559963945779022,1542
ISIC_0060506,90.84991012319699,19.17172258387543,134.4832039984217,2.2332154674632485,134.6665088342321,6.862108229747344,760,859,0.3097899951773423,0.2585207593493796,0.3097899951773423,762
ISIC_0060508,95.5886040679855,13.445427924119956,135.38475202006128,2.410586263125551,150.90459273706696,1.510796502876791,357,363,0.8169290424445064,0.8256362032135228,0.8169290424445064,93
ISIC_0060510,110.16244198379937,16.958837133199946,154.75888230564993,4.200129766960892,151.90931907390268,6.732921850159514,885,603,0.6718630716326958,0.7862301461298887,0.6718630716326958,334
ISIC_0060511,106.00839825963776,21.211295601328576,136.27001472787165,1.924777556150898,143.96479926248216,2.8823545087754305,355,400,0.8804344160005396,0.8838072110357853,0.8804344160005396,128
ISIC_0060521,139.97660340994952,75.24721348306338,132.18199318886127,5.104361862240429,134.8266685647332,9.3299794456945,763,758,0.9177122458142158,0.8938666900274854,0.9177122458142158,890
ISIC_0060525,85.81190448182566,17.68032286586284,148.51976238089637,2.8029159938293793,158.0859545935772,2.757426113984703,342,376,0.8265615809904717,0.8428890718738972,0.8265615809904717,140
ISIC_0060526,68.77179652483575,36.171152586128045,137.01651623994596,9.57199281369675,133.11856081537422,4.218403975095557,768,870,0.8869957634923559,0.8975870326026892,0.8869957634923559,95
ISIC_0060555,132.27394021280188,22.073060209084108,143.41446366662367,5.3249737458979425,133.87884175768352,9.727892112772434,893,942,0.888876772517943,0.9615448550268828,0.888876772517943,310
ISIC_0060556,107.53822314519023,19.949243660724303,133.5866865397636,2.292496629475254,129.9547334172487,4.747289064426099,842,942,0.4503801184206341,0.7008174931724097,0.4503801184206341,274
ISIC_0060558,127.15229523490179,18.875119568952147,138.90207860934694,2.419584772724288,138.36292499277914,5.066727630627134,839,942,0.5455046462446591,0.42906135566098186,0.5455046462446591,1177
ISIC_0060559,129.43342554383236,22.488686069574563,142.5546290051554,4.19679037350363,155.08599010070756,3.4406221351057305,655,769,0.3266137789920097,0.4353745384712109,0.3266137789920097,417
ISIC_0060577,105.34068150746769,35.39237957058762,141.5400624242268,5.530946313030351,130.28215234606753,4.068822515967825,942,942,0.4162922072897052,0.6703433332473495,0.4162922072897052,452
ISIC_0060585,95.06634154787326,25.798583328840238,143.3666724380062,5.163285243143355,144.3478655662646,9.068934953292851,737,942,0.8882360862622881,0.8865623977991959,0.8882360862622881,353
ISIC_0060586,74.03408570086742,24.246813514273384,139.06316944961551,5.7007884300747165,137.75265233603614,7.5738840182814275,479,491,0.8590456682755148,0.9006795638569352,0.8590456682755148,194
ISIC_0060589,91.45742610625693,23.717399874506526,144.39987808118542,5.405849772641568,135.83916094846586,6.342761955853538,811,547,0.8250973005924004,0.8310134892226894,0.8250973005924004,466
ISIC_0060621,133.74010774268513,22.59093318631726,137.88612473403853,3.361912090906661,146.9093512803875,7.7266764814074715,942,876,0.46829739395494124,0.38078136081727504,0.46829739395494124,1201
ISIC_0060624,114.48233667090778,19.941757328568052,138.19748575537977,1.982254288521739,137.76883885600486,4.75390702046887,748,886,0.7808098688941749,0.7960446976821375,0.7808098688941749,455
ISIC_0060629,65.4639570209534,38.502533295511924,138.12473752401377,8.147957080294837,131.24417712847549,6.408677721659491,909,942,0.3944436998317175,0.7065704627023485,0.3944436998317175,305
ISIC_0060630,91.54414876389939,33.403272171272974,141.0943484832128,6.801812585410992,140.66147576379143,10.289936025027028,791,805,0.577863543128576,0.6848051387239555,0.577863543128576,536
ISIC_0060638,122.17365640311742,22.375370179703708,138.01389634874874,3.028260878986746,148.0822572866084,5.024456483034585,896,942,0.351165747733725,0.39200802376437316,0.351165747733725,1073
ISIC_0060648,121.64823769611003,23.33107513273136,136.4715801633355,2.0254634051388694,145.73233935095638,4.408319941407838,912,855,0.5557919621749409,0.6550827423167849,0.5557919621749409,619
ISIC_0060653,101.73665479092443,26.867242330199733,135.63548096756048,3.2396776690102405,133.6486555409713,4.844648253469009,942,942,0.29815113444590285,0.6457078567410464,0.29815113444590285,954
ISIC_0060654,54.536056459104586,34.448807909569894,139.64602138014226,9.595707504404553,134.60152794531564,7.896363392390185,937,879,0.27540451728297494,0.5527917585236333,0.27540451728297494,139
ISIC_0060656,90.68562656032705,31.605966288566634,135.35068193622973,6.398710354971121,130.0844105524186,7.169464253804712,859,739,0.8927940116951225,0.8936296767923865,0.8927940116951225,1547
ISIC_0060659,106.44491857923852,35.6731424193554,146.99458491948715,10.458866954200596,136.82760588590068,8.210874944386397,942,942,0.4152037302446838,0.44923767339606613,0.4152037302446838,514
ISIC_0060660,43.32513122262713,25.436219721899764,143.49630570693057,12.639027716699472,139.44869780348367,8.378026926850694,202,253,0.7347798468790746,0.6904483300458025,0.7347798468790746,82
ISIC_0060665,64.50065634249924,36.64355501277139,132.44962464072756,6.710689785273315,135.5925700313157,9.72847269801198,882,838,0.6586590021878084,0.25876195787396505,0.6586590021878084,310
ISIC_0060671,163.79829352284443,50.26463843712942,136.97343286564845,4.106032210619115,139.35149237544448,6.937972071924574,720,705,0.9823625033205872,0.9895057260326722,0.9823625033205872,57
ISIC_0060672,144.87897377579418,14.377264730475535,152.01022909749645,4.955424557857492,147.82115365933106,4.986482883386086,921,942,0.4510717694052837,0.4109754215931105,0.4510717694052837,1103
ISIC_0060677,105.57040172329089,36.44775636516787,140.3922905407959,6.071546850976783,131.62439439174634,6.962175427211803,914,915,0.41154907221949283,0.5335550432712294,0.41154907221949283,882
ISIC_0060679,82.55622066851835,28.537591334772067,137.67221769945408,5.65037829129207,142.1503807106599,8.993122810032315,416,554,0.8658533665357724,0.8809381285317498,0.8658533665357724,142
ISIC_0060693,144.00591390489467,18.108629764945285,145.43869923960526,6.057014158603453,136.58014013166903,5.880291038936636,934,746,0.6559954202083308,0.6096349856259256,0.6559954202083308,675
ISIC_0060696,108.71794211655022,34.287387521553974,154.97207166000663,5.4098365810325575,157.4332740822704,8.889681667119843,942,915,0.6729587826234618,0.76359647561166,0.6729587826234618,715
ISIC_0060698,66.74429198757849,34.52856992818471,132.06978207636217,5.967984188409637,142.08396831694003,11.250411255121303,773,750,0.7025267103517148,0.7176295161356516,0.7025267103517148,155
ISIC_0060700,98.75138695014138,16.226488891847318,146.77801639285585,1.7849931562826515,143.07763341565553,4.115092371034406,252,238,0.6598661369411933,0.691721249865779,0.6598661369411933,97
ISIC_0060703,99.03337566116404,38.68648784984172,140.23658924339836,8.10106083910972,120.56340675712157,5.7381313300453,647,663,0.3450551428314319,0.48999630048093745,0.3450551428314319,421
ISIC_0060713,134.07029124490936,23.483034472822688,162.0320056778816,5.945568737088746,153.36031946533282,9.045771294096074,882,648,0.8886814133869577,0.8861086232826942,0.8886814133869577,424
ISIC_0060717,123.7516054423997,17.55017211004051,153.7733346435272,3.796537388402119,157.70181807594392,3.8851329578425666,942,942,0.7470361413335226,0.7533068746963353,0.7470361413335226,525
ISIC_0060718,138.65602830542701,20.251209356856833,145.6823978604147,6.238082616105225,147.44441366904334,7.381264303520843,942,883,0.554302698903403,0.41475908817450247,0.554302698903403,534
ISIC_0060728,159.1725542988329,75.54287322151663,134.17282834717597,5.665085815759918,133.81363270310226,4.941403265087056,739,727,0.9439667295695758,0.9332524009279181,0.9439667295695758,295
ISIC_0060731,129.43706375106242,66.41336651774566,131.21436964568358,3.5659161268926476,128.5930767715478,5.97324531013256,942,927,0.9549751836602001,0.9576434739845138,0.9549751836602001,442
ISIC_0060736,76.4580067680685,22.166809387990575,141.99969767993733,3.5053381809167137,142.63741096999232,7.500775062993396,932,942,0.7567428751613187,0.7063496965421736,0.7567428751613187,197
ISIC_0060741,97.68039040591562,19.775499970812298,143.96677163133901,3.603029216270039,155.6908555404114,3.9691409095364785,282,366,0.8290329150412808,0.779997180053579,0.8290329150412808,106
ISIC_0060744,79.28233915535779,36.904537127805405,135.19903089420595,5.572378903080546,143.0861902424348,11.421569386767166,678,543,0.019160425013063927,0.010055264366359994,0.019160425013063927,152
ISIC_0060749,72.9000705039071,38.699868303352346,128.97182781379135,0.9694615759508054,128.78049783592175,3.634020210667208,869,874,0.7356984782906719,0.7500636493605687,0.7356984782906719,225
ISIC_0060760,101.55682093061509,23.38295131620785,141.16126597710715,2.693470621364146,137.8958113612834,4.278909233110171,326,524,0.8382695861675262,0.7557159582393977,0.8382695861675262,366
ISIC_0060762,130.40200910646033,13.903645424674018,138.8683759468976,3.749278852138658,131.45932803053762,6.054049383029512,821,942,0.7714687931994267,0.8454016774702247,0.7714687931994267,723
ISIC_0060764,108.83955433578681,15.343320451283878,141.1642268260611,3.748448019710148,147.98190716783884,4.021220253150143,806,899,0.08004277678050165,0.741598782171249,0.08004277678050165,303
ISIC_0060773,119.90297625852672,15.951055885379873,150.46864712590104,9.204770393691827,132.1649679157396,5.460507797929171,824,939,0.6327326878372951,0.5454705349526431,0.6327326878372951,679
ISIC_0060795,163.19399262389723,52.81871484983,144.7057686056027,7.654127862672336,147.30639691952425,10.120225246791378,629,650,0.9909816494221305,0.992158687098546,0.9909816494221305,107
ISIC_0060817,78.26996413179651,39.84185981307958,138.38740110208195,8.968864802349257,125.70260021502544,3.9415293963952625,942,723,0.7246724844014666,0.5338848848143645,0.7246724844014666,801
ISIC_0060827,89.08063361317916,34.33123091080061,134.7393125297006,4.048603442312692,129.6460541739268,6.802566839379559,942,932,0.7672485347695233,0.6851639474101061,0.7672485347695233,284
ISIC_0060829,152.96345396139256,63.36830716289979,134.05411943286646,7.574620236978861,127.10435813306306,6.251592797073698,888,919,0.9632868634466216,0.9732955619097889,0.9632868634466216,224
ISIC_0060832,121.59918825649167,23.472357509651253,142.84370189308652,3.0228845915864833,154.21572779819928,3.835593531423674,681,942,0.8958253573465197,0.7001501939670751,0.8958253573465197,237
ISIC_0060834,97.71708827908374,21.00776281989671,143.15376787641202,3.407332476408647,137.09068309407056,3.552483417926435,942,880,0.48907268033492235,0.4786097717556105,0.48907268033492235,383
ISIC_0060845,89.85557239745268,41.94781636424444,137.1395854134226,6.268482413367563,131.09665495781192,7.927042457081002,933,920,0.8181747637104826,0.54584818495507,0.8181747637104826,473
ISIC_0060854,86.38071776294305,36.99346611846506,137.41659451823836,5.392393454217076,124.2219019844615,6.076893657355326,889,881,0.7197736058265551,0.9115232431857708,0.7197736058265551,942
ISIC_0060873,118.06704517023039,17.723201779555122,141.63735060336035,5.803632320426886,144.53493331280433,11.805234700012049,832,942,0.5938143536249736,0.6112126869262303,0.5938143536249736,437
ISIC_0060883,107.89178356262926,24.114137036220512,137.02995009441597,3.2351602696552524,133.20977879687078,6.147372196755398,913,667,0.7744492401762432,0.8335581332613974,0.7744492401762432,307
